name,gender,meaning
Taruntapan,Male,morning sun
Tathagat,Male,title of the Buddha
Tatharaj,Male,Buddha
Tatya,Male,Lord Shiva
Tautik,Male,Pearl
Tavish,Male,Heaven
Teerth,Male,holy place
Teerthankar,Male,a Jain saint
Tejal,Male,bright
Tejas,Male,lustre; brilliance
Tejeshwar,Male,lord of brightness
Tejomay,Male,glorious
Thakarshi,Male,Lord Krishna
Thakur,Male,leader; god
Thaman,Male,name of a god
Thavanesh,Male,Lord Shiva
Tijil,Male,moon
Tilak,Male,"ornament, ornamental mark on fore-head"
Timin,Male,large fish
Timmy,Male,Disaple of Paul
Timothy,Male,Name of a Saint
Tirranand,Male,Lord Shiva
Tirthankar,Male,Lord Vishnu
Tirthayaad,Male,Lord Krishna
Tirumala,Male,Seven Hills
Tirupathi,Male,seven hills
Tisyaketu,Male,Lord Shiva
Titir,Male,a bird
Toshan,Male,satisfaction
Toya,Male,water
Toyesh,Male,Lord of water
Trailokva,Male,the three worlds
Triambak,Male,lord Shiva
Tribhuvan,Male,with knowledge of 3 worlds
Tridev,Male,"Hindu Trinity (Bramha, Vishnu & Mahesh - the creator, sustainer, destroyer)"
Tridhaman,Male,the Holy trinity
Tridhatri,Male,Lord Ganesh
Tridib,Male,heaven
Tridiva,Male,heaven
Trigun,Male,the three dimensions
Trigya,Male,Lord Buddha
Trijal,Male,Lord Shiva
Trikay,Male,Lord Buddha
Trilochan,Male,three eyed
Trilok,Male,three worlds
Trilokchand,Male,moon of the three worlds
Trilokesh,Male,lord Shiva
Trilokanath,Male,Lord Shiva
Trimaan,Male,Worshipped in three worlds.
Trimurti,Male,the Holy trinity
Trinabh,Male,Lord Vishnu
Trinath,Male,LOrd Shiv
Trinayan,Male,Lord Shiva
Tripurajit,Male,Lord Shiva
Tripurari,Male,name of lord Shiva
Trishan,Male,A king of the Surya dynasty
Trishanku,Male,an ancient king
Trishar,Male,Pearl necklace
Trishul,Male,Lord Shiva's trident
Trishulank,Male,Lord Shiva
Trishulin,Male,Lord Shiva
Trivikram,Male,an epithet of Vishnu
Tufan,Male,storm
Tuhin,Male,snow
Tuhinsurra,Male,white as snow
Tuka,Male,Young boy
Tukaram,Male,a poet saint
Tulsikumar,Male,Son of Tulsi
Tulsidaas,Male,servant of Tulsi
Tunava,Male,A Flute
Tunda,Male,Lord Shiva
Tunganath,Male,Lord of the mountains
Tungar,Male,"high, lofty"
Tungesh,Male,moon
Tungeshwar,Male,Lord of the mountains
Tungish,Male,Lord Shiva; Lord Vishnu
Turag,Male,A thought
Turvasu,Male,a son of Yayaati
Tushaar,Male,frost
Tusharkanti,Male,lord Shiva
Tusharsuvra,Male,white as snow
Tusya,Male,Lord Shiva
Tuvidyumna,Male,Lord Indra
Tuvijat,Male,Lord Indra
Tyaagaraaj,Male,a deity
Tyagraja,Male,a famous poet
Uday,Male,to rise
Udayan,Male,up rising
Udbhav,Male,"creation, to arise from"
Uddhav,Male,"a festival, Sacrificial ( Yagya ) fire,"
Udeep,Male,flood
Udit,Male,"grown, shining, awakened"
Ujesh,Male,one who bestows light
Ujjwal,Male,"bright, clear"
Ulhas,Male,"delight, joy"
Umachandra,Male,Uma ( Goddess Parvati) and Lord Shiva
Umakant,Male,husband of Uma ( Lord Shiva)
Umang,Male,enthusiasm
Umesh,Male,God of Uma ( Lord Shiva)
Unmesh,Male,"blowing, opening, flash"
Upanshu,Male,chanting of hymns or mantras in low tone
Upendra,Male,"Lord Vishnu, an element"
Ushapati,Male,husband of dawn (sun)
Uttam,Male,best
Utkarsh,Male,"prosperity, awakening"
Utpal,Male,"beginning, a water lily"
Vaachaspati,Male,Lord of speech
Vaageesh,Male,Lord of speech
Vaakpati,Male,great orator
Vaalmeeki,Male,"an ancient saint, Ramayan author"
Vaaman,Male,name of Vishnu
Vaamdev,Male,name of a Shiva
Vaanee,Male,"speech, Saraswati"
Vaasavadatta,Male,a name in Sanskrit classics
Vaasuki,Male,a celestial serpant
Vaatsyaayan,Male,"a saint, Kamasutra author"
Vaayu,Male,wind
Vachan,Male,speech
Vachaspati,Male,Lord of speech
Vadish,Male,Lord of the body
Vagindra,Male,Lord of speech
Vagish,Male,God of speech (Lord Brahma)
Vahin,Male,Lord Shiva
Vaibhav,Male,prosperity
Vaidyanaath,Male,master of medicines
Vaijayi,Male,Victor
Vaijnath,Male,Lord Shiva
Vaikartan,Male,Name of Karna
Vaikhan,Male,Lord Vishnu
Vaikunth,Male,"heaven, Vishnu's abode"
Vaikuntanath,Male,master of heavens
Vainavin,Male,Lord Shiva
Vairaj,Male,Spiritual glory
Vairaja,Male,son of Virat
Vairat,Male,gem
Vairinchya,Male,Lord Brahma's son
Vairochan,Male,an ancient name
Vaisak,Male,A season
Vaishant,Male,Quiet and Shining Star
Vaishnav,Male,Follower of Vishnu
Vaishwaanar,Male,omnipresent
Vaiwaswat,Male,one of the Saints
Vajasani,Male,Lord Vishnu's son
Vajendra,Male,Lord Indra
Vajraang,Male,"diamond bodied, hard"
Vajrabaahu,Male,one with strong arms
Vajradhar,Male,Lord Indra
Vajrahast,Male,Lord Shiva
Vajrajit,Male,Lord Indra
Vajrakaya,Male,"Sturdy Like Metal, Lord Hanuman"
Vajramani,Male,diamond
Vajrapaani,Male,holder of rocks
Vajrin,Male,Lord Indra
Vakrabhuj,Male,Lord Ganesh
Vakratund,Male,an epithet of Ganesha
Valaak,Male,a crane
Vallabh,Male,beloved
Valmiki,Male,Saint who wrote Ramayan
Vama,Male,Lord Shiva
Vamadev,Male,Lord Shiva
Vamsi,Male,"Telugu name, Krishna"
Vamsidhar,Male,Lord Krishna
Vamsikrishna,Male,"Telugu name, Krishna"
Vanabihari,Male,Lord Krishna
Vanad,Male,Cloud
Vanadev,Male,Lord of the forest
Vanajit,Male,Lord of the forest
Vanamalin,Male,Lord Krishna
Vandan,Male,adoration
Vanhi,Male,fire
Vanij,Male,Lord Shiva
Vaninadh,Male,Husband of Saraswati
Vanmaalee,Male,an epithet of Krishna
Vanraaj,Male,"ruler of the foreset, the Lion"
Vansh,Male,"lineage, line of descent"
Vansheedhar,Male,flute player
Varid,Male,cloud
Varidhvaran,Male,colour of the cloud
Variya,Male,excellent one
Varendra,Male,ocean
Varaah,Male,an epithet of Vishnu
Varaahamihir,Male,an ancient astronomer
Vardaan,Male,boon
Varad,Male,God of fire
Varadaraaj,Male,another name of Vishnu
Varana,Male,Holy river
Vardhaman,Male,Lord Mahavir
Vardhan,Male,Lord Shiva
Varesh,Male,"Giver of boons, Lord Shiva"
Vareshvar,Male,"Giver of boons, Lord Shiva"
Varij,Male,lotus
Varin,Male,Gifts
Varindra,Male,Lord of all
Varish,Male,Lord Vishnu
Variyas,Male,Lord Shiva
Vartanu,Male,beautiful
Varun,Male,God of water
Varunesh,Male,Lord of water
Vasant,Male,spring season
Vasantamaalika,Male,garland of spring
Vasav,Male,an epithet of Indra
Vasavaj,Male,Son of Indra
Vashisht,Male,name of a guru
Vasistha,Male,name of a sage
Vasu,Male,an ancient king
Vasudev,Male,"god of the Universe, Krishna's father"
Vasuki,Male,A snake in Hindu Mythology
Vasuman,Male,born of fire
Vasumat,Male,Lord Krishna
Vasumitra,Male,Krishna's friend
Vasupati,Male,rich man
Vasur,Male,Precious
Vasuroop,Male,Lord Shiva
Vasusen,Male,original name of Karna
Vatatmaj,Male,Lord Hanuman
Vatradhara,Male,"Practising Penance, Lord Rama"
Vatsa,Male,Son
Vatsal,Male,affectionate
Vatsapal,Male,Lord Krishna
Vatsar,Male,a year
Vatsin,Male,Lord Vishnu
Vaydeesh,Male,God of The Vedas
Vayu,Male,Lord Hanuman
Vayujat,Male,Lord Hanuman
Vayun,Male,Lively
Vayunand,Male,Lord Hanuman
Vayya,Male,Friend
Ved,Male,knowledge
Vedanga,Male,meaning of Vedas
Vedant,Male,"Hindu philosophy, Ultimate wisdom"
Vedanth,Male,"Ultimate wisdom, conclusions of the Vedas"
Vedaprakash,Male,light of knowledge
Vedatman,Male,Lord Vishnu
Vedatmane,Male,Spirit of the Vedas
Vedavrata,Male,vow of the Vedas
Vedbhushan,Male,one adorned with knowledge of the Vedas
Vedesh,Male,Lord of Vedas
Vedmohan,Male,Lord Krishna
Vedavyaas,Male,name of a saint
Veer,Male,brave
Veerbhadra,Male,Shiva's warrior
Veerendra,Male,Lord of courageous men
Veerottam,Male,Supreme amongst braves.
Velan,Male,Lord Shiva's son Murugan
Venavir,Male,Lord Shiva's son
Veni,Male,Krishna Krishna
Venimadhav,Male,Lord Krishna
Venkat,Male,Lord Vishnu; Lord Krishna
Venkataramananandan,Male,A Name for Lord Vishnu
Venkatesh,Male,name of god Vishnu
Venu,Male,Flute
Veydant,Male,Sum of the Vedas
Viamrsh,Male,Lord Shiva
Vibhaakar,Male,the moon
Vibhaavasu,Male,the sun
Vibhas,Male,decoration; light
Vibhat,Male,dawn
Vibhavasu,Male,"the sun, fire"
Vibhishan,Male,Ravana's brother
Vibhu,Male,powerful
Vibhudendra,Male,King of earth
Vibhumat,Male,Lord Krishna
Vibhusnu,Male,Lord Shiva
Vibhut,Male,Strong
Vibodh,Male,Wise
Vidarbh,Male,ancient name of a state
Videh,Male,without form
Vidhatru,Male,Lord Shiva
Vidhesh,Male,Lord Shiva
Vidhu,Male,Lord Vishnu
Vidhyadhar,Male,One with Knowledge
Vidip,Male,Bright
Vidojas,Male,Lord Indra
Vidur,Male,skillful
Vidvan,Male,scholar
Vidvatam,Male,Lord Shiva
Vidyaaranya,Male,forest of learning
Vidyacharan,Male,learned
Vidyadhar,Male,learned
Vidyaranya,Male,forest of knowledge
Vidyasagar,Male,ocean of learning
Vidyut,Male,Brilliant; Lightening
Vighnajit,Male,Lord Ganesh
Vighnaraaj,Male,an epithet of Ganesha
Vighnesh,Male,Lord Ganesh
Vighneshwar,Male,Lord of supreme knowledge
Vigrah,Male,Lord Shiva
Vihaan,Male,Morning; Dawn
Vihanga,Male,bird
Vihang,Male,A bird
Vijay,Male,victory
Vijayant,Male,victor
Vijayarathna,Male,Significant among victorious
Vijayendra,Male,God of victory
Vijayesh,Male,Lord Shiva
Vijayketu,Male,flag of victory
Vijeesh,Male,victorious
Vijendra,Male,victorious
Vijeta,Male,victorious
Vijigeesh,Male,desire of victory
Vijul,Male,a silk-cotton tree
Vijval,Male,Intelligent
Vikarnan,Male,Son of Dhritrashtra
Vikas,Male,development
Vikat,Male,Of the Monstrous Figure. Lord Ganesha
Vikern,Male,Errorless
Vikesh,Male,the moon
Vikram,Male,valour
Vikramaditya,Male,a famous king
Vikramajit,Male,a famous king
Vikramendra,Male,king of prowess
Vikramin,Male,Lord Vishnu
Vikrant,Male,powerful
Viksar,Male,Lord Vishnu
Vikunth,Male,Lord Vishnu's abode
Vikyath,Male,"famous, great"
Vilaas,Male,entertainment
Vilochan,Male,the eye
Vilohit,Male,Lord Shiva
Vilok,Male,to see
Vilokan,Male,gaze
Vimal,Male,pure
Vimaladitya,Male,clean sun
Vimalmani,Male,pure jewel (crystal)
Vimridh,Male,Lord Indra
Vinaayak,Male,remover of obstacles
Vinahast,Male,Lord Shiva
Vinamar,Male,humble
Vinay,Male,modesty
Vineet,Male,unassuming
Vinesh,Male,godly
Vinil,Male,Blue
Vinochan,Male,Lord Shiva
Vinod,Male,"pleasing, hobby, happy"
Vinoo,Male,to spread in different directions
Vipan,Male,"sail, petty trade"
Vipaschit,Male,Lord Buddha
Vipin,Male,"different, a forest grove"
Vipinbehari,Male,forest wanderer
Viplav,Male,revolution
Vipreet,Male,Different
Vipul,Male,extensive
Vir,Male,brave
Viraaj,Male,to shine
Viraat,Male,giant
Virabhadra,Male,Lord Shiva
Viral,Male,rare
Viranath,Male,Lord of the brave
Viranchi,Male,name of Brahmaa
Virat,Male,Supreme being
Virata,Male,bravery
Virbhanu,Male,Very strong
Virendra,Male,brave Lord
Viresh,Male,brave Lord
Vireshvar,Male,Lord Shiva
Virikvas,Male,Lord Indra
Virinchi,Male,Brahma
Virochan,Male,the sun
Virudh,Male,Opposite
Virurch,Male,the Holy trinity
Visamaksh,Male,Lord Shiva
Vishal,Male,"Wide, broad, great"
Vishaalaaksh,Male,large eyed
Vishakh,Male,Lord Shiva
Vishalya,Male,painless
Vishantak,Male,Lord Shiva
Vishatan,Male,Lord Vishnu
Vishesh,Male,special
Vishikh,Male,arrow
Vishnahpu,Male,Lord Vishnu
Vishnay,Male,Flowers of Lord Vishnu/ Krishna
Vishnu,Male,"root, almighty"
Vishnudutt,Male,gift of Lord Vishnu
Vishodhan,Male,Lord Vishnu
Vishram,Male,rest
Vishresh,Male,the Holy trinity
Vishv,Male,universe
Vishva,Male,"earth, universe"
Vishvadev,Male,Lord of the universe
Vishvadhar,Male,Lord Vishnu
Vishvag,Male,Lord Brahma
Vishvahetu,Male,Lord Vishnu
Vishvajit,Male,Conqueror of the world
Vishvakarma,Male,"architect of the universe, son of Yogasiddha"
Vishvaketu,Male,an epithet of Aniruddh
Vishvam,Male,universal
Vishvamitra,Male,A sage
Vishvanabh,Male,Lord Vishnu
Vishvanaath,Male,Lord of the universe
Vishvaretas,Male,Lord Brahma; Vishnu
Vishvatma,Male,universal soul
Vishvesh,Male,Lord of the world
Vishwaamitra,Male,friend of the world
Vishwaas,Male,faith
Vishwajeet,Male,conquerer of the world
Vishwakarma,Male,architect of the universe
Vishwambhar,Male,the supreme spirit
Vishwamitra,Male,friend of the universe
Vishwankar,Male,creator of the universe
Vishwaroop,Male,omnipresent
Vishwatma,Male,universal soul
Vishweshwar,Male,Lord of the universe
Vismay,Male,surprise
Visvajit,Male,one who conquers the universe
Visvayu,Male,brother of Amavasuand Satayu
Vitabhay,Male,Lord Shiva; Lord Vishnu
Vitaharya,Male,Lord Krishna
Vitashokha,Male,one who does not mourn
Vitasta,Male,River Jhelum in Sanskrit
Vithala,Male,Lord Vishnu
Vitola,Male,Peaceful
Vittanath,Male,owner of wealth (Kuber)
Vittesh,Male,Lord of wealth
Vitthal,Male,Lord Vishnu
Vivaan,Male,Lord Krishna
Vivan,Male,Moon
Vivash,Male,Bright
Vivaswat,Male,the sun
Vivatma,Male,universal soul
Vivek,Male,conscience
Vivekananda,Male,joyous with knowledge
Vrajakishore,Male,Lord Krishna
Vrajalal,Male,Lord Krishna
Vrajamohan,Male,Lord Krishna
Vrajanadan,Male,Lord Krishna
Vrajesh,Male,Lord Krishna
Vrajraj,Male,Lord Krishna
Vratesh,Male,Lord Shiva
Vrisa,Male,Lord Krishna
Vrisag,Male,Lord Shiva
Vrisan,Male,Lord Shiva
Vrisangan,Male,Lord Shiva
Vrisapati,Male,Lord Shiva
Vrishab,Male,Excellent
Vrishabh,Male,"A rasi, star sign"
Vrishabhaanu,Male,father of Radha
Vrishank,Male,Lord Shiva
Vrishin,Male,peacock
Vrisini,Male,Lord Shiva
Vyan,Male,Air
Vyasa,Male,the author of Mahabharata
Vyom,Male,sky
Vyomaang,Male,part of the sky
Vyomdev,Male,Lord Shiva
Vyomakesh,Male,sky like hair
Vyomesh,Male,the sun
Vyshnav,Male,Worshipper of Vishnu
Yadav,Male,particular community related to lord Krishna
Yadavendra,Male,Leader of the Yadavas
Yadu,Male,an ancient King
Yadunandan,Male,"son of Yadu, Krishna"
Yadunath,Male,Lord Krishna
Yaduraj,Male,Lord Krishna
Yaduvir,Male,Lord Krishna
Yagna,Male,Ceremonial rites to God
Yagya,Male,sacrifice
Yagyasen,Male,name of king Drupad
Yagyesh,Male,lord for the sacrificial fire
Yaj,Male,A sage
Yajat,Male,Lord Shiva
Yajnadhar,Male,Lord Vishnu
Yajnarup,Male,Lord Krishna
Yajnesh,Male,Lord VishnuYakootah emerald
Yaksha,Male,A Type of a Demi-God
Yamahil,Male,Lord Vishnu
Yamajit,Male,Lord Shiva
Yamha,Male,dove
Yamir,Male,moon
Yash,Male,fame
Yashas,Male,Fame
Yashmit,Male,famed
Yashodev,Male,Lord of fame
Yashodhan,Male,rich in fame
Yashodhar,Male,famous
Yashpal,Male,Lord Krishna
Yashraj,Male,king of fame
Yashvasin,Male,the Popular. Lord Ganesha
Yashwant,Male,one who has achieved glory
Yasti,Male,slim
Yathavan,Male,Lord Vishnu
Yatin,Male,ascetic
Yatindra,Male,Lord Indra
Yatish,Male,Lord of devotees
Yatiyasa,Male,Silver
Yatnesh,Male,God of Efforts
Yayati,Male,Name of a Sage
Yayin,Male,Lord Shiva
Yog,Male,"path, meditation"
Yogadeva,Male,Lord of Yoga
Yoganidra,Male,Meditation
Yogendra,Male,god of Yoga
Yogesh,Male,"Lord Shiva, god of Yog"
Yograj,Male,King of Yoga
Yogi,Male,"Devotee, Ascetic"
Yoginampati,Male,Lord of the Yogis
Yogine,Male,Saint. A name for Lord Hanuman
Yogini,Male,Lover of Yogas. Lord Krishna
Yogiraj,Male,"Great Ascetic, Lord Shiva"
Yojit,Male,Planner
Yudhajit,Male,victor in war
Yudhisthir,Male,firm in battle
Yukta,Male,Idea
Yuval,Male,Brook
Yuvaraj,Male,"prince, heir apparent"
Yuyutsu,Male,eager to fight
Aabha,Female,glow
Aabharana,Female,Jewel
Aadarshini,Female,Idealistic
Aadhya,Female,"the beginning, first"
Aadita,Female,from the beginning
Aadrika,Female,Mountain
Aahlaadita,Female,bubbling with delight
Aahna,Female,exist
Aakanksha,Female,desire
Aakriti,Female,Shape
Aaloka,Female,lustrous
Aamaal,Female,hopes/ aspirations
Aamani,Female,spring season (vasanth ritu)
Aamrapali,Female,leaf of mango tree
Aanandamayee,Female,joyous
Aanandi,Female,always happy
Aanandita,Female,the happy one
Aanchal,Female,protective shelter
Aapti,Female,fulfilment
Aaral,Female,Flower
Aaradhya,Female,"worshipped, adorable"
Aaratrika,Female,Lamp beneath 'Tulsi' plant
Aarti,Female,form of worship
Aarika,Female,Admired for looks
Aarini,Female,Adventerous
Aarna,Female,Goddess Lakshmi
Aarohi,Female,A music tune
Aarushi,Female,first rays of the sun
Aasha,Female,hope
Aashalata,Female,creeper of hope
Aashi,Female,Smile
Aashiyana,Female,"shelter, beautiful home"
Aashna,Female,beloved; devoted to love
Aashni,Female,lightning
Aashritha,Female,dependable
Aastha,Female,faith
Aathmika,Female,related to aathma or soul
Aatmaja,Female,"daughter, dear to the soul"
Aayushi,Female,one with a long life
Abha,Female,lustrous beauty
Abhaya,Female,fearless
Abhijaata,Female,born with a good pedigree
Abhijita,Female,victorious woman
Abhilasha,Female,"wish, desire"
Abhimani,Female,who possess pride
Abhipsa,Female,Strong desire
Abhira,Female,cow herd
Abhiri,Female,an Indian music rag
Abhirami,Female,Goddess Parvati
Abhiruchi,Female,"taste, beautiful"
Abhirupa,Female,beautiful woman
Abhisarika,Female,"companion, beloved one"
Abishta,Female,lady of the house
Abhitha,Female,Fearless (Goddess Parvati)
Abirami,Female,Godess Lakshmi
Ablaa,Female,perfectly formed
Aboli,Female,the name of a flower
Achala,Female,"unshakeble, mountainous"
Achla,Female,"the earth, stable"
Achira,Female,very short
Adhira,Female,lightning
Adhishree,Female,exalted
Adishakti,Female,Goddess Durga
Aditi,Female,"guest, mother of the gods"
Aditri,Female,Goddess Lakshmi
Adrika,Female,celestial
Advika,Female,Unique
Adwita,Female,Unique
Adwiteya,Female,Unique
Adwitiya,Female,Matchless
Adya,Female,first
Agamya,Female,Knowledge; Wisdom
Aghanashini,Female,destroyer of sins
Agnishikha,Female,flames of fire
Agrima,Female,leadership
Agriya,Female,first and best
Ahalya,Female,wife of Rishi Gautama
Ahimsa,Female,nonviolent virtue
Ahladita,Female,"joyous, in happy mood"
Aishani,Female,Goddess Durga
Aishi,Female,God's gift
Aishwarya,Female,prosperity
Ajaa,Female,Shakti
Ajala,Female,the earth
Ajaya,Female,unconquerable
Ajita,Female,a winner
Akane,Female,someone you can't stop loving
Akanksha,Female,Wish
Akashleena,Female,Star
Akhila,Female,"whole, complete"
Akira,Female,Graceful strength
Akriti,Female,shape
Akshadha,Female,God's blessings
Akshainie,Female,Goddess Parvati
Akshara,Female,letters
Akshata,Female,Rice
Akshayaa,Female,indestructible
Akshi,Female,"existence, eye"
Akshita,Female,permanent
Akula,Female,Goddess Parvati
Akuti,Female,princess
Alaina,Female,dear child
Alaknanda,Female,Name of a river
Alaka,Female,"a girl with  lovely hair, beauty"
Alakananda,Female,name of a river
Alankrita,Female,decorated lady
Alda,Female,rich
Alekhya,Female,A Picture or a Painting
Alisha,Female,Protected
Almas,Female,Diamond
Alopa,Female,faultless
Alpa,Female,little
Alpana,Female,beautiful
Amala,Female,the pure one
Amaldeepti,Female,camphor
Amara,Female,"grass, immortal"
Amba,Female,Goddess Durga
Ambaalika,Female,mother
Ambika,Female,Mother Goddess
Ambu,Female,water
Ambuda,Female,cloud
Ambuja,Female,Goddess Lakshmi
Amisha,Female,Beautiful
Amishi,Female,pure
Amita,Female,limitless
Amithi,Female,unique
Amiti,Female,boundless
Amitjyoti,Female,limitless brightness
Amitrasudan,Female,destroyer of enemies
Amiya,Female,Delightful
Amla,Female,"Pure, a kind of berry"
Amlankusum,Female,unfading flower
Amlika,Female,tamerind
Ammu,Female,pet girl in Malayalam
Amoda,Female,happiness
Amodini,Female,pleasureable
Amolika,Female,priceless
Amoolya,Female,precious
Amrapali,Female,Disciple of Buddha
Amrita,Female,full of nectar
Amritkala,Female,nectarine art
Amritrashmi,Female,moon light
Amrusha,Female,sudden
Amrutha,Female,potion makes you immortal
Amshula,Female,sunny
Amukta,Female,cant be touched - precious
Amulya,Female,priceless
Amvi,Female,a goddess
Ana,Female,"Playful, wanted"
Anaamika,Female,"nameless, ring finger"
Anagha,Female,without sin
Anagi,Female,Valuable
Anahita,Female,full of grace
Analaa,Female,goddess of fire
Anamika,Female,"nameless, ring Finger"
Anamitra,Female,the sun
Anandani,Female,joyful
Anandita,Female,joyous
Anandmayee,Female,full of happiness
Anangee,Female,Cupid's consort
Anantaa,Female,eternal (woman)
Ananti,Female,gift
Ananya,Female,nanosecond
Anarghya,Female,priceless
Anasuya,Female,"non-jealous, Sage Atri's wife"
Anbar,Female,perfume; ambergris
Anchal,Female,shelter
Anchala,Female,unshaken
Anchita,Female,"honoured, worshipped"
Andal,Female,"Tamil saint, one of 12 Alvars"
Anemone,Female,Type of flower
Angaja,Female,daughter of Aja
Angana,Female,woman with right proportions
Angarika,Female,flower (flame of the forest)
Angha,Female,beauty
Angira,Female,mother of Birhaspati
Angoori,Female,grape-like
Ania,Female,Grace
Aniha,Female,Indifferent
Anika,Female,Goddess Durga
Anima,Female,the power of becoming minute
Anindita,Female,"Perfect, beautiful"
Anisa,Female,Joy and Pleasure
Anisha,Female,eternal form of the goddess
Anishka,Female,who has only Friends
Anita,Female,full of grace
Aniya,Female,Creative
Anjalee,Female,homage
Anjali,Female,offering
Anjana,Female,mother of Hanuman
Anjani,Female,"unknown, mother of Hanuman"
Anjika,Female,blessed
Anjini,Female,mother of Hanuman
Anju,Female,blessings
Anjum,Female,a token
Anjushri,Female,dear to one's heart
Ankaiyarkanni,Female,Eyes like fish (Tamil)
Ankita,Female,distinguished; marked by the Lord
Ankolika,Female,an embrace
Anna,Female,sustenance
Annada,Female,Goddess Durga
Annapoorna,Female,Goddess who gives food
Annika,Female,Goddess Durga
Annisa,Female,Friendly
Anokhi,Female,unique
Ansha,Female,portion
Anshi,Female,God's gift
Anshika,Female,Minute particle
Anshita,Female,A part of
Anshula,Female,sunny
Anshumaala,Female,garland of rays
Anshumali,Female,sun
Ansuya,Female,Learned woman
Antariksha,Female,Space; Sky
Anu,Female,"a prefix, atom"
Anubhuti,Female,experience
Anudeepthi,Female,Divine light
Anugraha,Female,Divine Blessing
Anugya,Female,permission
Anuja,Female,younger sister
Anukampa,Female,grace
Anukeertana,Female,Praising God's virtues
Anukriti,Female,a picture
Anula,Female,"Not wild, agreeable"
Anulata,Female,"one who is slim, a creeper"
Anulekha,Female,beautiful picture
Anuloma,Female,sequence
Anumati,Female,consent
Anumegha,Female,Following the rain
Anumeha,Female,after the rain
Anumita,Female,Love and Kindness
Anupa,Female,Pond
Anupama,Female,beautiful
Anuprabha,Female,brightness
Anupriya,Female,beloved
Anuradha,Female,one of the stars
Anuragini,Female,beloved
Anurati,Female,consent
Anushka,Female,lightning
Anushri,Female,Pretty
Anuttara,Female,unanswered
Anvi,Female,one who has to be followed
Anvita,Female,who bridges the gap
Anwesha,Female,quest
Anwita,Female,Goddess Durga
Anya,Female,Others unbelonged
Aolani,Female,Cloud from Heaven
Apala,Female,a wise woman from the myths
Aparaa,Female,materialistic knowledge
Aparaajita,Female,unconquerable
Aparna,Female,Goddess Parvati
Aparoopa,Female,extremely beautiful
Apeksha,Female,expectation
Apinaya,Female,Expressions in dance
Apsara,Female,celestial maiden
Apurba,Female,Never seen before
Apurva,Female,"Like never before, unique"
Araceli,Female,Gates of Heaven
Aradhana,Female,"prayer, worship"
Arathi,Female,worship
Archa,Female,worship
Archana,Female,"worship, offering"
Archini,Female,ray of light
Archisha,Female,a ray of light
Archita,Female,worshipped (woman)
Ardra,Female,"6th nakshatra, deeply"
Arghya,Female,offering to the lord
Arianna,Female,Holy One
Ariona,Female,Bringer of Life
Arjuni,Female,"dawn, white cow"
Arkita,Female,plentiful
Armita,Female,Desire
Arni,Female,sun
Arogyada,Female,Granter of Good Health
Arpana,Female,offering
Arpita,Female,dedicated
Arshi,Female,Goddess Durga
Arshia,Female,Divine
Arshiya,Female,Heavenly
Artana,Female,Vanquisher of all foes
Arti,Female,Towards the highest love of God
Aruna,Female,Sun
Arundhati,Female,morning star
Aruni,Female,dawn
Arunima,Female,red glow
Arushi,Female,first Ray of the Sun
Arwa,Female,female mountain goat
Aryahi,Female,Goddess Durga
Aryama,Female,the sun
Aryana,Female,Noble
Asah,Female,plant known for its greenness
Asaavari,Female,name of a raga or melody
Aseema,Female,limitless
Asha,Female,"expectation, hope"
Ashakiran,Female,ray of hope
Ashalata,Female,creeper of hope
Ashani,Female,Lightening
Ashavari,Female,name of a raaga
Ashika,Female,"one without sorrow, mercury"
Ashima,Female,"Without borders, limitless"
Ashira,Female,Wealthy
Ashita,Female,River Yamuna
Ashlesha,Female,a nakshatra/ star
Ashmita,Female,"rock born, hard and strong"
Ashnaa,Female,Daughter of King Bali
Ashna,Female,a friend
Ashrita,Female,dependable
Ashu,Female,quick
Ashwabha,Female,lightening
Ashwina,Female,child of the star
Ashwini,Female,female horse
Asita,Female,Yamuna ( Jamuna ) river
Askini,Female,daughter of Prajapati Virat
Asmita,Female,pride
Astha,Female,faith
Atasi,Female,a blue flower
Atheeva,Female,Ultimate
Atiriya,Female,Beloved /  very dear
Atiya,Female,Gift
Atmaja,Female,"daughter, dear to soul"
Atmikha,Female,Light of God
Atreyi,Female,a river
Atula,Female,Uncomparable
Auhna,Female,Passion
Avaapya,Female,Achieving
Avani,Female,the earth
Avanti,Female,ancient city of Ujjain
Avantika,Female,city of Ujjain
Avantikaa,Female,Princess of World/ Goddess of Ujjaini
Avasa,Female,independent
Avathara,Female,incarnation
Avigna,Female,Without obstacles
Avinashika,Female,Indestructable
Avishi,Female,"Earth, river Avani"
Avanija,Female,Godess Parvathi
Avni,Female,the Earth
Avnita,Female,the Earth
Ayanna,Female,Innocent
Ayati,Female,royal
Ayeh,Female,sign / distinct
Ayesha,Female,Doll
Ayurda,Female,Bestower of Longevity
Ayushi,Female,long life
Ayushmati,Female,one who has a long life
Babita,Female,little girl
Bageshri,Female,an Indian Musical Raag
Bahugandha,Female,one with lot of scent
Baijanti / vaijanti,Female,name of flower
Bairavi,Female,Goddess Durga; Music
Baka,Female,crane
Bala,Female,Damsel
Bandhura,Female,pretty
Banhi,Female,Fire
Bani,Female,Goddess Saraswati
Banmala,Female,a garland of wild flowers
Banni,Female,Maiden
Bansari,Female,Flute
Barkha,Female,Rain
Barsha,Female,Rain
